work_year,experience_level,employment_type,job_title,salary,salary_currency,salary_in_usd,employee_residence,remote_ratio,company_location,company_size
2023,Mid,FT,Research Analyst,102000,USD,102000,US,0,US,M
2024,Mid,FT,Data Analytics Specialist,121500,USD,121500,US,0,US,M
2023,Senior,FT,Data Engineer,159000,USD,159000,US,0,US,M
2024,Senior,FT,Data Scientist,120000,USD,120000,US,0,US,M
2024,Mid,FT,Data Scientist,57400,USD,57400,US,0,US,M
2024,Senior,FT,Machine Learning Engineer,229000,USD,229000,US,0,US,M
2024,Senior,FT,Engineer,50000,EUR,55555,DE,0,DE,M
2025,Senior,FT,Software Engineer,49200,EUR,51789,LT,0,LT,M
2024,Mid,FT,Software Engineer,179820,USD,179820,US,0,US,M
2024,Mid,FT,Software Engineer,145000,USD,145000,US,100,US,M
2024,Senior,FT,Associate,90000,USD,90000,US,0,US,M
2024,Mid,FT,Data Management Specialist,70000,GBP,87500,GB,0,GB,M
2025,Mid,FT,Data Analyst,145500,USD,145500,US,0,US,M
2021,Executive,FT,Data Scientist,85000,USD,85000,RU,0,RU,M
2024,Senior,FT,Data Analyst,144000,USD,144000,US,0,US,M
2024,Senior,FT,Data Architect,54000,GBP,67500,GB,0,GB,M
2024,Entry,FT,Data Quality Analyst,77000,USD,77000,US,0,US,M
2025,Senior,FT,Software Engineer,70000,EUR,73684,DE,0,DE,M
2025,Mid,FT,Data Engineer,77200,USD,77200,US,0,US,M
2025,Mid,FT,Data Scientist,214500,USD,214500,US,100,US,M
2024,Mid,FT,Data Scientist,165500,USD,165500,US,0,US,M
2024,Senior,FT,Data Developer,100000,USD,100000,CA,0,CA,M
2025,Mid,FT,Data Product Manager,139600,USD,139600,US,100,US,M
2024,Mid,FT,Engineer,42000,EUR,46666,LT,0,LT,M
2025,Mid,FT,Manager,196300,USD,196300,US,0,US,L
2025,Senior,FT,Machine Learning Engineer,188000,USD,188000,US,100,US,M
2024,Mid,FT,Cloud Engineer,72100,USD,72100,US,0,US,M
2024,Senior,FT,Data Engineer,172500,USD,172500,US,0,US,M
2023,Senior,FT,Data Analyst,130000,USD,130000,US,100,US,S
2024,Senior,FT,Manager,209000,USD,209000,US,0,US,M
2024,Entry,FT,Data Analyst,40000,GBP,50000,SE,0,SE,M
2025,Entry,FT,Software Engineer,123000,USD,123000,US,0,US,M
2025,Senior,FT,Data Platform Engineer,108100,USD,108100,US,0,US,M
2025,Entry,FT,Analyst,106960,USD,106960,US,100,US,M
2023,Senior,FT,Data Analyst,86600,USD,86600,US,100,US,M
2024,Mid,FT,Data Scientist,177300,USD,177300,US,0,US,M
2024,Mid,FT,Data Engineer,201400,USD,201400,US,0,US,M
2024,Mid,FT,Platform Engineer,111662,USD,111662,US,0,US,M
2025,Senior,FT,Manager,200000,USD,200000,US,0,US,M
2023,Senior,FT,Data Scientist,125000,EUR,134960,NL,50,NL,M
2024,Senior,FT,Data Architect,201500,USD,201500,US,0,US,M
2024,Entry,FT,Data Analyst,28000,GBP,35000,GB,0,GB,M
2025,Mid,FT,Analyst,77120,USD,77120,US,0,US,M
2024,Mid,FT,Analyst,70000,USD,70000,US,100,US,M
2025,Senior,FT,Analyst,90000,USD,90000,US,0,US,M
2024,Senior,FT,Data Analyst,57060,USD,57060,US,0,US,M
2025,Mid,PT,Research Associate,108362,USD,108362,AU,0,AU,M
2025,Mid,FT,Software Engineer,136000,USD,136000,CA,0,CA,M
2024,Mid,FT,Analytics Engineer,118000,USD,118000,US,0,US,M
2025,Senior,FT,Data Lead,176720,USD,176720,US,0,US,M
2025,Mid,FT,Data Analyst,160000,USD,160000,US,0,US,M
2025,Mid,FT,Data Scientist,170000,USD,170000,US,0,US,M
2024,Senior,FT,Cloud Database Administrator,118150,USD,118150,US,0,US,M
2024,Senior,FT,Developer,204200,USD,204200,US,0,US,M
2022,Entry,FT,Business Data Analyst,48000,USD,48000,US,50,US,L
2025,Entry,FT,Data Analyst,150000,USD,150000,US,100,US,M
2024,Senior,FT,Machine Learning Engineer,187000,USD,187000,CA,100,CA,M
2023,Senior,FT,Cloud Database Engineer,170000,USD,170000,US,100,US,L
2025,Senior,FT,Product Manager,187000,USD,187000,US,100,US,M
2024,Entry,FT,Data Quality Analyst,128000,USD,128000,US,0,US,M
2024,Senior,FT,Business Intelligence Engineer,78800,USD,78800,US,100,US,M
2025,Executive,FT,Analyst,197500,USD,197500,US,0,US,M
2024,Entry,FT,Data Analyst,32790,GBP,40987,GB,0,GB,M
2024,Mid,FT,Software Engineer,153000,USD,153000,CA,0,CA,M
2025,Mid,FT,Machine Learning Engineer,165600,USD,165600,US,0,US,M
2025,Mid,FT,Data Governance Analyst,66490,USD,66490,US,0,US,M
2024,Senior,FT,Product Manager,166000,USD,166000,US,0,US,M
2024,Senior,FT,AI Engineer,120000,USD,120000,CA,0,CA,M
2024,Senior,FT,Engineer,64600,USD,64600,US,0,US,M
2024,Mid,FT,Developer,81500,USD,81500,US,0,US,M
2024,Senior,FT,Data Engineer,110400,USD,110400,US,100,US,M
2024,Senior,FT,Machine Learning Engineer,345400,USD,345400,US,0,US,M
2025,Mid,FT,Data Scientist,85000,GBP,107594,GB,100,GB,M
2023,Mid,FT,Machine Learning Engineer,225300,USD,225300,US,0,US,M
2024,Entry,FT,Data Analyst,32400,USD,32400,AR,100,AR,M
2024,Mid,FT,Consultant,132600,USD,132600,US,0,US,M
2025,Mid,FT,Data Engineer,200000,USD,200000,US,0,US,M
2025,Mid,FT,Manager,171000,USD,171000,US,0,US,M
2024,Senior,FT,Data Scientist,92300,USD,92300,US,0,US,M
2024,Senior,FT,Research Engineer,202000,USD,202000,US,100,US,M
2023,Senior,FT,Data Scientist,197500,USD,197500,US,0,US,M
2023,Senior,FT,Business Intelligence Analyst,140000,USD,140000,CA,0,CA,M
2024,Senior,FT,Machine Learning Engineer,216000,USD,216000,DE,0,DE,M
2024,Senior,FT,Machine Learning Engineer,234000,USD,234000,US,0,US,M
2025,Senior,FT,Analyst,57500,GBP,72784,GB,0,GB,M
2025,Senior,FT,Engineer,115100,USD,115100,US,0,US,M
2025,Entry,FT,Analyst,77135,USD,77135,US,0,US,M
2023,Entry,FT,Data Analyst,30839,GBP,37944,GB,0,GB,M
2022,Senior,FT,Data Scientist,218000,USD,218000,US,0,US,M
2025,Executive,FT,Head of Data,232900,USD,232900,US,0,US,M
2023,Executive,FT,Data Scientist,200000,GBP,246080,GB,0,GB,M
2024,Entry,FT,Analyst,106025,USD,106025,AU,0,AU,M
2024,Senior,FT,Applied Scientist,247000,USD,247000,US,0,US,M
2024,Senior,FT,Product Manager,97500,USD,97500,US,0,US,M
2025,Senior,FT,Engineer,201400,USD,201400,US,0,US,M
2024,Senior,FT,Data Engineer,240000,USD,240000,US,100,US,M
2024,Entry,FT,Data Integration Engineer,115000,USD,115000,US,100,US,M
2024,Mid,FT,Manager,81500,USD,81500,US,0,US,M
2025,Senior,FT,Software Engineer,170200,USD,170200,US,0,US,M
2025,Senior,FT,Architect,278000,USD,278000,US,100,US,M
2025,Executive,FT,Head of Data,243000,USD,243000,US,0,US,M
2024,Senior,FT,Data Modeler,144000,USD,144000,US,0,US,M
2024,Entry,FT,Research Engineer,120016,USD,120016,US,0,US,M
2025,Mid,FT,Data Product Manager,130000,USD,130000,US,0,US,M
2020,Mid,FT,Data Engineer,130800,USD,130800,ES,100,US,M
2024,Senior,FT,Business Intelligence Analyst,80000,USD,80000,US,100,US,M
2025,Mid,FT,Data Scientist,116962,USD,116962,US,0,US,M
2024,Senior,FT,Analyst,101844,USD,101844,US,0,US,M
2024,Mid,FT,Machine Learning Engineer,140100,USD,140100,US,100,US,M
2024,Entry,FT,Data Specialist,46800,EUR,52000,NL,0,NL,M
2024,Senior,FT,Manager,126000,USD,126000,US,0,US,M
2025,Senior,FT,Manager,170000,USD,170000,US,0,US,M
2023,Senior,FT,Data Scientist,106200,USD,106200,AU,0,AU,M
2024,Mid,FT,Data Scientist,125000,USD,125000,US,100,US,M
2024,Entry,FT,AI Researcher,350000,USD,350000,US,0,US,M
2024,Senior,FT,Business Intelligence Analyst,74000,GBP,92500,GB,0,GB,M
2025,Senior,FT,Business Intelligence Developer,163000,USD,163000,US,0,US,M
2025,Senior,FT,Analyst,112500,USD,112500,US,100,US,M
2024,Senior,FT,Data Engineer,100000,USD,100000,US,0,US,M
2024,Senior,FT,Data Visualization Engineer,150000,CAD,115384,CA,0,CA,M
2024,Executive,FT,Data Engineer,112000,USD,112000,US,0,US,M
2022,Senior,FT,Data Architect,135000,USD,135000,US,100,US,M
2025,Senior,FT,Site Reliability Engineer,180650,USD,180650,US,0,US,M
2024,Senior,FT,Data Scientist,312866,USD,312866,US,0,US,M
2024,Mid,FT,Research Scientist,117000,USD,117000,US,0,US,M
2024,Senior,FT,Data Scientist,112800,USD,112800,US,0,US,M
2024,Mid,FT,Data Visualization Engineer,91100,USD,91100,US,100,US,M
2025,Executive,FT,Data Management Specialist,113840,USD,113840,US,0,US,M
2024,Entry,FT,BI Engineer,100000,USD,100000,US,0,US,M
2024,Mid,FT,Software Engineer,131000,USD,131000,US,0,US,M
2024,Entry,FT,Machine Learning Engineer,243300,USD,243300,US,0,US,M
2025,Mid,FT,Engineer,139000,USD,139000,US,0,US,M
2025,Senior,FT,AI Scientist,234600,USD,234600,US,0,US,M
2024,Entry,FT,Analytics Engineer,170000,USD,170000,US,0,US,M
2025,Senior,FT,Architect,129800,USD,129800,US,0,US,L
2025,Mid,FT,Postdoctoral Fellow,48600,USD,48600,US,0,US,M
2024,Mid,FT,Data Analyst,72000,USD,72000,US,0,US,M
2023,Senior,FT,Data Scientist,128100,USD,128100,US,0,US,M
2023,Senior,FT,Data Manager,44737,GBP,55044,GB,0,GB,M
2024,Mid,FT,Data Analyst,78108,USD,78108,US,0,US,M
2024,Senior,FT,Associate,144900,USD,144900,US,0,US,M
2024,Mid,FT,Software Engineer,205000,USD,205000,US,0,US,M
2025,Entry,FT,Algorithm Developer,175000,USD,175000,US,0,US,M
2023,Mid,FT,Data Engineer,55000,GBP,67672,GB,100,GB,M
2025,Senior,FT,Data Scientist,170000,USD,170000,CA,0,CA,M
2025,Senior,FT,Analyst,60000,USD,60000,US,0,US,M
2024,Mid,FT,Data Engineer,73000,USD,73000,US,0,US,M
2024,Senior,FT,Data Engineer,163200,USD,163200,US,0,US,M
2024,Senior,FT,Machine Learning Scientist,250000,USD,250000,US,100,US,M
2025,Mid,FT,Data Engineer,193000,USD,193000,US,0,US,M
2024,Senior,FT,Machine Learning Scientist,210000,USD,210000,US,0,US,M
2024,Senior,FT,Manager,224000,USD,224000,US,0,US,M
2024,Entry,FT,Engineer,36000,USD,36000,US,0,US,M
2025,Mid,FT,Data Engineer,56000,EUR,58947,PT,0,PT,M
2024,Senior,FT,Data Engineer,283500,USD,283500,US,0,US,M
2025,Mid,FT,Machine Learning Engineer,217200,USD,217200,US,0,US,M
2025,Senior,FT,Data Engineer,122200,USD,122200,US,0,US,M
2024,Senior,FT,Analyst,136000,USD,136000,US,0,US,M
2023,Senior,FT,Data Scientist,235750,USD,235750,US,0,US,M
2025,Senior,FT,Data Scientist,100000,GBP,126582,GB,0,GB,M
2025,Entry,FT,Data Analyst,105000,USD,105000,CA,0,CA,M
2025,Senior,FT,Data Specialist,187450,USD,187450,US,0,US,M
2025,Senior,FT,AI Engineer,193400,USD,193400,US,0,US,M
2024,Mid,FT,Data Scientist,158200,USD,158200,US,0,US,M
2025,Senior,FT,Machine Learning Engineer,165800,USD,165800,US,0,US,M
2024,Senior,FT,AI Scientist,157200,USD,157200,US,0,US,M
2025,Mid,FT,Engineer,118000,USD,118000,US,0,US,M
2025,Mid,FT,Manager,104000,USD,104000,US,100,US,M
2025,Mid,FT,Software Engineer,124100,USD,124100,US,100,US,M
2024,Senior,FT,Analyst,124950,USD,124950,US,0,US,M
2024,Senior,FT,Full Stack Developer,75000,EUR,83333,FR,100,FR,M
2024,Senior,FT,Systems Engineer,170120,USD,170120,US,0,US,M
2025,Mid,FT,Developer,118980,USD,118980,CA,0,CA,M
2025,Senior,FT,Engineer,285000,USD,285000,US,0,US,M
2025,Senior,FT,Data Scientist,85032,USD,85032,US,0,US,M
2024,Senior,FT,Data Scientist,153600,USD,153600,US,0,US,M
2024,Senior,FT,Software Engineer,180000,USD,180000,US,100,US,M
2024,Mid,FT,Consultant,174000,USD,174000,US,0,US,M
2024,Executive,FT,Business Intelligence,142100,USD,142100,US,0,US,M
2024,Mid,FT,Software Engineer,132000,USD,132000,US,100,US,M
2025,Mid,FT,Manager,258000,USD,258000,US,0,US,M
2024,Senior,FT,Software Engineer,193000,USD,193000,DE,0,DE,M
2024,Senior,FT,Research Scientist,143100,USD,143100,US,0,US,M
2025,Senior,FT,Data Analyst,201400,USD,201400,US,0,US,M
2024,Senior,FT,Data Scientist,170800,USD,170800,US,0,US,M
2024,Mid,FT,Machine Learning Scientist,72700,USD,72700,US,0,US,M
2024,Senior,FT,Site Reliability Engineer,256000,USD,256000,US,0,US,M
2024,Mid,FT,Data Scientist,146400,USD,146400,US,0,US,M
2025,Senior,FT,Systems Engineer,315000,USD,315000,US,0,US,M
2025,Senior,FT,Systems Engineer,154000,USD,154000,US,0,US,M
2025,Mid,FT,Manager,152278,USD,152278,US,0,US,M
2024,Entry,PT,Data Engineer,32000,EUR,35555,DE,0,DE,M
2025,Senior,FT,Research Scientist,250000,USD,250000,US,100,US,M
2024,Senior,FT,Solution Architect,273000,USD,273000,US,0,US,M
2023,Senior,FT,Research Engineer,140000,USD,140000,US,0,US,M
2023,Senior,FT,Data Analyst,146200,USD,146200,US,0,US,M
2025,Senior,FT,Architect,188400,USD,188400,US,0,US,M
2025,Mid,FT,Data Scientist,31200,USD,31200,IN,100,IN,M
2024,Senior,FT,Software Engineer,166600,USD,166600,US,100,US,M
2024,Senior,FT,Machine Learning Engineer,226000,USD,226000,US,0,US,M
2024,Mid,FT,Data Analyst,130900,USD,130900,US,0,US,M
2024,Mid,FT,Statistician,81500,USD,81500,US,0,US,M
2024,Senior,FT,Software Engineer,285200,USD,285200,US,0,US,M
2024,Entry,FT,Business Analyst,118765,USD,118765,US,100,US,M
2024,Senior,FT,Software Engineer,140000,EUR,155555,SE,100,SE,M
2024,Mid,FT,Engineer,120750,USD,120750,US,0,US,M
2024,Senior,FT,Software Engineer,142800,USD,142800,US,0,US,M
2024,Entry,FT,Analyst,92856,EUR,103173,FR,0,FR,M
2022,Senior,FT,Data Scientist,152500,USD,152500,US,100,US,M
2025,Senior,FT,Data Scientist,126800,USD,126800,US,0,US,M
2025,Entry,FT,Developer,46800,USD,46800,CA,0,CA,M
2025,Senior,FT,Data Scientist,375000,USD,375000,US,100,US,M
2024,Entry,FT,Data Analyst,21600,USD,21600,PH,100,PH,M
2025,Mid,FT,Software Engineer,151000,USD,151000,US,100,US,M
2024,Mid,FT,Machine Learning Engineer,172000,USD,172000,US,0,US,M
2025,Senior,FT,Engineer,104650,USD,104650,US,0,US,M
2024,Senior,FT,Consultant,111600,USD,111600,US,0,US,M
2025,Mid,FT,Data Engineer,82100,USD,82100,US,100,US,M
2024,Senior,FT,Quantitative Analyst,37440,EUR,41600,PL,0,PL,M
2025,Senior,FT,Data Engineer,172500,USD,172500,US,100,US,M
2024,Senior,FT,Software Engineer,174000,USD,174000,US,0,US,M
2025,Senior,FT,Data Scientist,195750,USD,195750,US,100,US,M
2023,Entry,FT,AI Programmer,70000,USD,70000,IN,0,AU,L
2025,Executive,FT,Analyst,170000,USD,170000,US,0,US,M
2024,Mid,FT,Data Management Specialist,81500,USD,81500,US,0,US,M
2024,Senior,FT,Engineer,177000,USD,177000,US,0,US,L
2024,Senior,FT,Data Scientist,184500,USD,184500,US,0,US,M
2025,Senior,FT,Engineer,320000,USD,320000,DE,0,DE,M
2023,Mid,FT,Data Engineer,48000,EUR,51824,FR,100,FR,M
2024,Executive,FT,Business Intelligence,255000,USD,255000,US,0,US,M
2024,Senior,FT,Software Development Engineer,48000,EUR,53333,LV,0,LV,M
2024,Senior,FT,Data Engineer,67400,USD,67400,US,0,US,M
2025,Senior,FT,Analyst,186210,USD,186210,US,0,US,M
2022,Senior,FT,Data Analyst,136260,USD,136260,US,100,US,M
2024,Mid,FT,Decision Scientist,133000,USD,133000,US,0,US,M
2024,Mid,FT,Data Engineer,69900,USD,69900,US,0,US,M
2024,Senior,FT,Architect,187000,USD,187000,US,0,US,M
2024,Entry,FT,Data Analyst,96400,USD,96400,US,0,US,M
2024,Executive,FT,Engineer,180000,USD,180000,US,100,US,M
2024,Executive,FT,Head of AI,184000,USD,184000,CA,100,CA,M
2024,Mid,FT,Applied Scientist,131500,USD,131500,US,0,US,M
2024,Mid,FT,Data Analyst,59500,USD,59500,US,0,US,L
2024,Senior,FT,Machine Learning Engineer,284400,USD,284400,US,100,US,M
2024,Mid,FT,AI Engineer,50000,USD,50000,GB,0,GB,M
2024,Senior,FT,Data Strategist,135000,USD,135000,US,0,US,M
2024,Senior,FT,Software Engineer,220000,USD,220000,CA,100,CA,M
2025,Senior,FT,Full Stack Developer,115000,CAD,82142,CA,0,CA,M
2025,Senior,FT,Developer,290000,USD,290000,US,0,US,M
2024,Senior,FT,Data Scientist,157550,USD,157550,US,100,US,M
2025,Senior,FT,Manager,134000,USD,134000,US,0,US,M
2025,Senior,FT,AI Engineer,400000,USD,400000,US,0,US,M
2025,Mid,FT,Data Scientist,96500,USD,96500,US,100,US,M
2024,Senior,FT,Business Intelligence Developer,90000,USD,90000,US,100,US,M
2024,Senior,FT,AI Engineer,105800,USD,105800,US,0,US,M
2025,Mid,FT,Data Specialist,60400,USD,60400,US,0,US,M
2025,Senior,FT,Machine Learning Engineer,231100,USD,231100,US,100,US,M
2024,Mid,FT,Engineer,440000,USD,440000,US,0,US,M
2024,Mid,FT,Software Engineer,240465,USD,240465,US,0,US,M
2024,Mid,FT,BI Developer,59469,USD,59469,US,100,US,M
2023,Senior,FT,Data Analyst,133300,USD,133300,US,0,US,M
2024,Mid,FT,Data Product Manager,130000,USD,130000,US,100,US,M
2024,Senior,FT,AI Architect,188700,USD,188700,US,0,US,M
2025,Senior,FT,Engineer,308000,USD,308000,US,100,US,M
2025,Entry,FT,Research Scientist,46800,USD,46800,US,100,US,M
2025,Senior,FT,Data Engineer,222000,USD,222000,US,0,US,M
2025,Senior,FT,Engineer,198000,USD,198000,US,0,US,M
2025,Entry,FT,Data Analyst,107760,USD,107760,CA,0,CA,M
2025,Senior,FT,Manager,229000,USD,229000,US,0,US,M
2022,Senior,FT,Data Architect,192564,USD,192564,US,100,US,M
2024,Senior,FT,Software Engineer,189250,USD,189250,US,100,US,M
2025,Senior,FT,Engineer,163300,USD,163300,US,100,US,M
2024,Senior,FT,Engineer,328000,USD,328000,US,0,US,M
2025,Entry,FT,Quantitative Researcher,120000,USD,120000,US,0,US,M
2024,Mid,FT,Data Engineer,72800,USD,72800,US,100,US,M
2024,Executive,FT,Data Governance,282600,USD,282600,US,0,US,M
2024,Senior,FT,Manager,117300,USD,117300,US,0,US,M
2024,Senior,FT,Business Intelligence,120400,USD,120400,US,100,US,M
2025,Entry,FT,Analyst,44000,GBP,55696,GB,0,GB,M
2023,Senior,FT,Data Engineer,105000,USD,105000,US,0,US,M
2024,Senior,FT,Data Engineer,132750,USD,132750,US,0,US,M
2025,Entry,FT,Data Analytics Manager,190000,USD,190000,US,0,US,M
2023,Mid,CT,Machine Learning Engineer,105000,USD,105000,US,100,US,S
2024,Entry,FT,Data Analyst,48000,USD,48000,US,0,US,M
2024,Mid,FT,Analyst,84900,USD,84900,US,0,US,M
2024,Mid,FT,AI Developer,140000,USD,140000,US,0,US,M
2024,Entry,FT,Data Analytics Specialist,44100,USD,44100,MT,0,MT,M
2024,Senior,FT,Product Designer,100000,USD,100000,US,0,US,M
2025,Senior,FT,Software Engineer,83000,USD,83000,US,100,US,M
2025,Senior,FT,Data Analyst,199300,USD,199300,US,0,US,M
2024,Senior,FT,Business Intelligence Manager,160500,USD,160500,US,100,US,M
2023,Senior,FT,Data Scientist,176000,USD,176000,US,100,US,M
2023,Senior,FT,Data Scientist,93400,USD,93400,US,0,US,M
2024,Mid,FT,Data Analyst,61800,USD,61800,US,100,US,M
2025,Mid,FT,Data Engineer,38350,GBP,48544,GB,0,GB,M
2025,Entry,FT,Data Analyst,46160,USD,46160,US,0,US,M
2024,Senior,FT,Software Engineer,240465,USD,240465,US,0,US,M
2024,Senior,FT,Data Engineer,184250,USD,184250,US,0,US,M
2025,Mid,FT,Data Developer,119076,USD,119076,US,100,US,M
2024,Mid,FT,Data Scientist,214127,USD,214127,US,0,US,M
2025,Executive,FT,Data Engineer,180500,USD,180500,US,0,US,M
2024,Mid,FT,Research Scientist,173000,USD,173000,US,0,US,M
2025,Mid,FT,Data Scientist,196900,USD,196900,US,0,US,M
2025,Mid,FT,Software Developer,113378,USD,113378,AU,0,AU,M
2025,Mid,FT,Research Engineer,251000,USD,251000,US,0,US,M
2024,Senior,FT,Software Engineer,385000,USD,385000,US,0,US,M
2024,Senior,FT,Data Engineer,40000,EUR,44444,FR,0,FR,M
2024,Mid,FT,Manager,151200,USD,151200,CA,0,CA,M
2024,Entry,FT,Data Analytics Lead,132300,USD,132300,US,100,US,M
2024,Mid,FT,Data Scientist,154660,USD,154660,US,100,US,M
2024,Mid,FT,Analytics Engineer,75000,USD,75000,CA,100,CA,M
2025,Senior,FT,Analytics Engineer,145000,USD,145000,US,100,US,M
2024,Senior,FT,Machine Learning Engineer,163000,USD,163000,US,100,US,M
2024,Senior,FT,Engineer,75600,USD,75600,US,0,US,M
2024,Senior,FT,AI Solution Architect,259912,USD,259912,US,0,US,M
2024,Entry,FT,Analyst,156000,USD,156000,US,100,US,M
2025,Senior,FT,Engineer,172000,USD,172000,US,100,US,M
2025,Senior,FT,Data Engineer,81865,USD,81865,US,100,US,M
2024,Senior,FT,Analyst,66000,USD,66000,US,0,US,M
2024,Senior,FT,Data Analyst,147471,USD,147471,US,100,US,M
2024,Mid,FT,Business Intelligence Analyst,91900,USD,91900,US,0,US,M
2024,Senior,FT,Manager,121800,USD,121800,US,0,US,M
2023,Executive,FT,Analytics Engineer,221000,USD,221000,US,100,US,M
2024,Senior,FT,Research Scientist,105000,USD,105000,CA,0,CA,M
2024,Senior,FT,Data Manager,196747,USD,196747,US,0,US,M
2025,Senior,FT,Product Manager,305000,USD,305000,US,0,US,M
2024,Mid,FT,Engineer,58500,USD,58500,US,0,US,M
2024,Senior,FT,Quantitative Analyst,76128,USD,76128,US,0,US,M
2025,Senior,FT,Member of Technical Staff,196100,USD,196100,US,0,US,M
2024,Mid,FT,Machine Learning Engineer,190700,USD,190700,US,0,US,M
2025,Senior,FT,Machine Learning Engineer,289460,USD,289460,US,0,US,M
2025,Senior,FT,Data Scientist,303600,USD,303600,US,0,US,M
2023,Senior,FT,Data Manager,115000,USD,115000,US,100,US,M
2024,Senior,FT,Data Scientist,207800,USD,207800,US,0,US,M
2024,Mid,FT,Business Intelligence,72500,USD,72500,US,0,US,M
2025,Entry,FT,Data Analyst,70177,USD,70177,US,0,US,M
2025,Mid,FT,Engineer,250000,USD,250000,US,100,US,M
2024,Mid,FT,Data Scientist,145900,USD,145900,US,100,US,M
2024,Senior,FT,Engineering Manager,190000,USD,190000,US,0,US,M
2025,Mid,FT,Manager,240724,USD,240724,US,0,US,M
2024,Mid,FT,Analytics Engineer,139500,USD,139500,US,0,US,M
2024,Senior,FT,Machine Learning Engineer,208000,USD,208000,US,100,US,M
2024,Senior,FT,Machine Learning Engineer,292200,USD,292200,US,0,US,M
2024,Mid,CT,Developer,140000,USD,140000,US,100,US,M
2024,Senior,FT,Data Engineer,410000,USD,410000,US,100,US,M
2023,Senior,FT,BI Analyst,130800,USD,130800,US,100,US,M
2025,Senior,FT,Data Lead,66000,USD,66000,US,0,US,M
2025,Senior,FT,Technical Lead,142300,USD,142300,US,100,US,M
2025,Senior,FT,Technical Lead,126000,USD,126000,US,100,US,M
2025,Mid,FT,Manager,93000,USD,93000,US,0,US,M
2023,Senior,FT,Research Engineer,293000,USD,293000,US,0,US,M
2024,Senior,FT,Solutions Architect,192600,USD,192600,US,0,US,L
2024,Mid,FT,Software Engineer,163000,USD,163000,US,100,US,M
2025,Mid,FT,Data Scientist,136000,USD,136000,US,0,US,M
2024,Mid,FT,Associate,60000,USD,60000,US,0,US,M
2024,Senior,FT,Analyst,70080,USD,70080,US,0,US,M
2024,Senior,FT,Engineer,174158,USD,174158,US,0,US,M
2023,Mid,FT,Data Engineer,110000,USD,110000,US,100,US,M
2025,Mid,FT,Data Scientist,212800,USD,212800,US,0,US,L
2025,Senior,FT,Associate,135000,USD,135000,US,0,US,M
2024,Mid,FT,Manager,150549,USD,150549,US,100,US,M
2023,Senior,FT,Data Engineer,116000,USD,116000,US,0,US,M
2024,Senior,FT,Manager,121600,USD,121600,US,0,US,M
2025,Mid,FT,Consultant,131250,USD,131250,US,0,US,M
2024,Mid,FT,AI Engineer,106500,USD,106500,US,0,US,M
2024,Senior,FT,Developer,140000,USD,140000,CA,0,CA,M
2025,Mid,FT,Data Integration Specialist,100000,USD,100000,US,100,US,M
2023,Senior,FT,Data Scientist,208000,USD,208000,US,0,US,M
2024,Senior,FT,Analyst,105000,USD,105000,US,0,US,M
2024,Mid,FT,Machine Learning Engineer,129300,USD,129300,US,0,US,L
2023,Senior,FT,AI Engineer,240000,USD,240000,US,0,US,M
2023,Senior,FT,Machine Learning Infrastructure Engineer,152000,USD,152000,US,100,US,M
2025,Senior,FT,Site Reliability Engineer,385000,USD,385000,US,100,US,M
2024,Mid,FT,Software Engineer,133000,USD,133000,US,0,US,M
2025,Mid,FT,Engineer,40000,GBP,50632,GB,0,GB,M
2024,Senior,FT,Data Scientist,86600,USD,86600,US,100,US,M
2024,Senior,FT,Analyst,114400,USD,114400,US,0,US,M
